,config.variables.CHANNEL_24,country,config.variables.SHUTDOWN_24,description,msn,type,config.variables.CHANNEL_5,mac,network,config.variables.VLAN_1_IP,config.variables.POWER_5,status_time,config.variables.VLAN_1_PREFIX6,config.variables.DISPLAY_NAME,tower,config.variables.VLAN_1_IP6,product,managed_account,location.type,ap_group,ip,config.variables.DEFAULT_GW6,config.variables.VLAN_1_MASK,config.variables.POWER_24,config.variables.VLAN_1_MODE6,config.variables.LOCATION,config.version,config.variables.VLAN_1_MODE,site,registration_date,@timestamp,config.variables.DNS_SERVER6_2,config.variables.DNS_SERVER_2,config.variables.DNS_SERVER6_1,config.variables.DNS_SERVER_1,name,site_id,location.coordinates,config.variables.SHUTDOWN_5,config.variables.DEFAULT_GW,status
414,,CO,,,W8WF00F58T6S,wifi-enterprise,,BC:E6:7C:4F:07:3A,CORDOBA,,,1013380.0,,,,,cnPilot e510,,Point,OUTDOOR,172.25.124.100,,,,,,,,31132-ZZZY079 CORDOBA APARTADA DE MARACAYO,2021-05-09 16:13:25,2021-06-21T09:48:13.818332,,,,,31132-ZZZY079-AP-EXT2,31132-ZZZY079,-73.41825448,,,offline
415,,CO,,,W8TL092SDZQ1,wifi-enterprise,,58:C1:7A:0D:C8:DC,CORDOBA,,,441094.0,,,,,cnPilot e410,,Point,INDOOR,172.25.115.43,,,,,,,,31453-ZGYO423 CHINU VEREDA LAS PINUELAS,2021-05-10 13:00:09,2021-06-21T09:48:13.818332,,,,,31453-ZGYO423-AP-INT,31453-ZGYO423,7.63307063,,,offline
416,,CO,,,W8WF00HSKS8V,wifi-enterprise,,BC:E6:7C:4F:07:89,CORDOBA,,,441101.0,,,,,cnPilot e510,,Point,OUTDOOR,172.25.115.45,,,,,,1,,31453-ZGYO423 CHINU VEREDA LAS PINUELAS,2021-05-10 13:02:18,2021-06-21T09:48:13.818332,,,,,31453-ZGYO423-AP-EXT-2,31453-ZGYO423,-73.53417802,,,offline
417,,CO,,,W8WF00B6378V,wifi-enterprise,,BC:E6:7C:4F:06:E1,CORDOBA,,,441087.0,,,,,cnPilot e510,,Point,OUTDOOR,172.25.115.44,,,,,,1,,31453-ZGYO423 CHINU VEREDA LAS PINUELAS,2021-05-10 13:01:22,2021-06-21T09:48:13.818332,,,,,31453-ZGYO423-AP-EXT-1,31453-ZGYO423,9.88397392,,,offline
418,,CO,,21110-ZZZY315-AP-EXT2,W8WJ0D3V023P,wifi-enterprise,,BC:E6:7C:E8:3F:CA,ANTIOQUIA,,,3268054.0,,,,,cnPilot e510,,Point,OUTDOOR,172.25.35.149,,,,,,,,21110-ZZZY315-SAN CARLOS-VDA. PALMICHAL,2021-05-12 11:46:00,2021-06-21T09:48:13.818332,,,,,21110-ZZZY315-AP-EXT2,21110-ZZZY315,-75.58809902,,,offline
419,,CO,,21110-ZZZY315-AP-EXT1,W8WJ0F3ZDRFX,wifi-enterprise,,BC:E6:7C:E8:CE:05,ANTIOQUIA,,,3268000.0,,,,,cnPilot e510,,Point,OUTDOOR,172.25.35.148,,,,,,,,21110-ZZZY315-SAN CARLOS-VDA. PALMICHAL,2021-05-12 11:45:01,2021-06-21T09:48:13.818332,,,,,21110-ZZZY315-AP-EXT1,21110-ZZZY315,3.81239952,,,offline
420,,CO,,21110-ZZZY315-AP-INT,W8WJ00GDDC2L,wifi-enterprise,,BC:E6:7C:5D:20:9B,ANTIOQUIA,,,3268066.0,,,,,cnPilot e410,,Point,INDOOR,172.25.35.147,,,,,,,,21110-ZZZY315-SAN CARLOS-VDA. PALMICHAL,2021-05-12 11:43:36,2021-06-21T09:48:13.818332,,,,,21110-ZZZY315-AP-INT,21110-ZZZY315,-75.58809902,,,offline
421,,,,21818-AP-INT,,wifi-enterprise,,BC:E6:7C:5E:33:4E,ANTIOQUIA,,,663269.0,,,,,,,Point,,,,,,,,,,21818-ZZZY916-TARAZA-EL TAMACO,2021-06-13 17:28:18,2021-06-21T09:48:13.818332,,,,,cnPilot e-series-5E334E,21818-ZZZY916,3.81239952,,,onboarding
422,,,,21818-AP-EXT1,,wifi-enterprise,,BC:E6:7C:4F:47:27,ANTIOQUIA,,,663269.0,,,,,,,Point,,,,,,,,,,21818-ZZZY916-TARAZA-EL TAMACO,2021-06-13 17:28:18,2021-06-21T09:48:13.818332,,,,,cnPilot e-series-4F4727,21818-ZZZY916,-73.09105161,,,onboarding
423,,,,21818-AP-EXT2,,wifi-enterprise,,BC:E6:7C:4E:7E:5B,ANTIOQUIA,,,663269.0,,,,,,,Point,,,,,,,,,,21818-ZZZY916-TARAZA-EL TAMACO,2021-06-13 17:28:18,2021-06-21T09:48:13.818332,,,,,cnPilot e-series-4E7E5B,21818-ZZZY916,6.71844302,,,onboarding
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.09105161,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71844302,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.09105161,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71844302,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9107,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.73501,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.913905,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.728157,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.913905,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.728157,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.913905,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.728157,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9107,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.73501,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.92247507,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.801785342,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.92247507,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.801785342,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.92247507,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.801785342,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.91468,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.807831,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.91468,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.807831,,,
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.91468,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.807831,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.24879,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53227,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.24879,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53227,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.24879,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53227,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.610874,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38303,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.610874,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38303,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.610874,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38303,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.6746,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.842881,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.6746,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.842881,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.6746,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.842881,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.74746,,,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30602,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.74746,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30602,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.74746,,,
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30602,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.45853389999999,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3581471,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.45853389999999,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3581471,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.45853389999999,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3581471,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.890268,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408227,,,
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.890268,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408227,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.173536,,,
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.577803,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.173536,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.577803,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.173536,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.577803,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.890268,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408227,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.850093,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30397,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.850093,,,
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30397,,,
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.850093,,,
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30397,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.83166667,,,
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188,,,
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.83166667,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.43898999999999,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.163592,,,
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.43898999999999,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.163592,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.43898999999999,,,
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.163592,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.117,,,
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.767,,,
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.117,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.767,,,
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.117,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.767,,,
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.83166667,,,
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188,,,
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.24751463,,,
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14812757,,,
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.24751463,,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14812757,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.24751463,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14812757,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.95042892,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08411896,,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.95042892,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08411896,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.95042892,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08411896,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.6661925,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58953193,,,
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.6661925,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58953193,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.6661925,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58953193,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.74272893,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25634991,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.74272893,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25634991,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.74272893,,,
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25634991,,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.63995,,,
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88984,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.836138,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4115555,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.836138,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4115555,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.49328364,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.102917679,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.49328364,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.102917679,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.49328364,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.102917679,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.46117186,,,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40705784,,,
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.46117186,,,
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40705784,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.46117186,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40705784,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1316984,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.246122699999999,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1316984,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.246122699999999,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1316984,,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.246122699999999,,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.746536602,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618941407,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.746536602,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618941407,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.746536602,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618941407,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.381636,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9688417,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.67565667,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85979827,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602416,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2365555,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602416,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2365555,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602416,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2365555,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.67565667,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85979827,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.67565667,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85979827,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.381636,,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9688417,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.381636,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9688417,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.853357,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.189493,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.9225,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.118666667,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.9225,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.118666667,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.9225,,,
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.118666667,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.853357,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.189493,,,
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.853357,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.189493,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9107,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.73501,,,
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.889883,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.125,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.889883,,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.125,,,
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33663744,,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21793051,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33663744,,,
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21793051,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33663744,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21793051,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33859,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19709,,,
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33859,,,
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19709,,,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.33859,,,
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19709,,,
618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.4046,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2296,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.121471,,,
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595228,,,
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.121471,,,
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595228,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.121471,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595228,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.4046,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2296,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8071,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.158,,,
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8071,,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.158,,,
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.88589900000001,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3504922,,,
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.7176585,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9357165,,,
636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.7176585,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9357165,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.7176585,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9357165,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.29428,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14222,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.29428,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14222,,,
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.29428,,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14222,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.13078999999999,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13246,,,
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.13078999999999,,,
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13246,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.13078999999999,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13246,,,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.114839,,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.068839,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.067,,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.167,,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.067,,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.167,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.067,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.167,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.114839,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.068839,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.114839,,,
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.068839,,,
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.8595,,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.016666667,,,
