,config.variables.CHANNEL_24,country,config.variables.SHUTDOWN_24,description,msn,type,config.variables.CHANNEL_5,mac,network,config.variables.VLAN_1_IP,config.variables.POWER_5,status_time,config.variables.VLAN_1_PREFIX6,config.variables.DISPLAY_NAME,tower,config.variables.VLAN_1_IP6,product,managed_account,location.type,ap_group,ip,config.variables.DEFAULT_GW6,config.variables.VLAN_1_MASK,config.variables.POWER_24,config.variables.VLAN_1_MODE6,config.variables.LOCATION,config.version,config.variables.VLAN_1_MODE,site,registration_date,@timestamp,config.variables.DNS_SERVER6_2,config.variables.DNS_SERVER_2,config.variables.DNS_SERVER6_1,config.variables.DNS_SERVER_1,name,site_id,location.coordinates,config.variables.SHUTDOWN_5,config.variables.DEFAULT_GW,status
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.16915999999999,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10525,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.16915999999999,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10525,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9220303,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7987569,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9220303,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7987569,,,
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.9220303,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7987569,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.8828675,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.549371599999999,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.8828675,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.549371599999999,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.8828675,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.549371599999999,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0194574,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2528882,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0194574,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2528882,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.71400388,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57348241,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.71400388,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57348241,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5374833,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4126167,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5374833,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4126167,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5374833,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4126167,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.70188763,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19719064,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.70188763,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19719064,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.70188763,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19719064,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.71400388,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57348241,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.40674722,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22866,,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.40674722,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22866,,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.40674722,,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22866,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85183333,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85183333,,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85183333,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187,,,
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.15424,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18591,,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.15424,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18591,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.15424,,,
721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18591,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.836138,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4115555,,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.62514303,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41029369,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.62514303,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41029369,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.62514303,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41029369,,,
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.26361,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4738,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.26361,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4738,,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.26361,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4738,,,
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.3961128,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0954834,,,
738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.3961128,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0954834,,,
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.3961128,,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0954834,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.889883,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.125,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602305,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28825,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602305,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28825,,,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.602305,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28825,,,
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.44491369,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9485509,,,
752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.44491369,,,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9485509,,,
754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.44491369,,,
755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9485509,,,
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.752527,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3421944,,,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.752527,,,
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3421944,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.752527,,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3421944,,,
762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.660277,,,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22975,,,
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.660277,,,
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22975,,,
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.3054,,,
767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.962,,,
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.3054,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.962,,,
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.3054,,,
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.962,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.4046,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2296,,,
774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.65995723,,,
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07331926,,,
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.65995723,,,
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07331926,,,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.65995723,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07331926,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.306011,,,
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.404951,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.306011,,,
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.404951,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.306011,,,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.404951,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.83616,,,
787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28365,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.69133333,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85507,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.130864,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85507,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.130864,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5554,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4175,,,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.69133333,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337,,,
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.69133333,,,
799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337,,,
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5554,,,
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4175,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.5554,,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4175,,,
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.660277,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22975,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.89666,,,
807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59048,,,
808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.89666,,,
809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59048,,,
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.89666,,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59048,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.864844,,,
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568226,,,
814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.864844,,,
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568226,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.864844,,,
817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568226,,,
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1822,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0363,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1822,,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0363,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.1822,,,
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0363,,,
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.41170716,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.960944444,,,
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.85507,,,
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.130864,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.964919,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.128862,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.32138889,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.071388889,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.32138889,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.071388889,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.32138889,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.071388889,,,
836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.01397724,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19938446,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.01397724,,,
839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19938446,,,
840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.01397724,,,
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19938446,,,
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.39864293,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57846105,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.39864293,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57846105,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.39864293,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57846105,,,
